Date,processed_price,,,,,
1/11/2021,0.927163395,0.886413811,0.870326195,0.876071743,0.846990082,0.858746484
1/18/2021,0.907805114,0.927163395,0.886413811,0.870326195,0.876071743,0.846990082
1/25/2021,0.941659986,0.907805114,0.927163395,0.886413811,0.870326195,0.876071743
2/1/2021,0.880668263,0.941659986,0.907805114,0.927163395,0.886413811,0.870326195
2/8/2021,0.970122826,0.880668263,0.941659986,0.907805114,0.927163395,0.886413811
2/15/2021,1,0.970122826,0.880668263,0.941659986,0.907805114,0.927163395
2/22/2021,0.986564093,1,0.970122826,0.880668263,0.941659986,0.907805114
3/1/2021,0.934500103,0.986564093,1,0.970122826,0.880668263,0.941659986
3/8/2021,0.940422477,0.934500103,0.986564093,1,0.970122826,0.880668263
3/15/2021,0.999204353,0.940422477,0.934500103,0.986564093,1,0.970122826
3/22/2021,0.980288068,0.999204353,0.940422477,0.934500103,0.986564093,1
